,elk_reproduce,wolf_reproduce,pack_size_threshold,Run,Elk,Wolves,Packs,Killed Elks/Wolf,Elks age
32189,0.0857177734375,0.0679638671875,2,21,3,0.27753906250000004,4,35,0.0
32190,0.0343896484375,0.06181152343750001,2,13,5,0.21113281250000002,7,36,2.4143772893772906
32191,0.04071777343750001,0.06181152343750001,2,13,5,0.21113281250000002,7,36,0.0
32192,0.0343896484375,0.0229638671875,2,13,5,0.21113281250000002,7,36,2.0145530145530133
32193,0.0343896484375,0.06181152343750001,3,13,5,0.21113281250000002,7,36,2.6952662721893534
32194,0.0343896484375,0.06181152343750001,2,9,5,0.21113281250000002,7,36,0.0
32195,0.0343896484375,0.06181152343750001,2,13,6,0.21113281250000002,7,36,2.4143772893772906
32196,0.0343896484375,0.06181152343750001,2,13,5,0.4775390625,7,36,2.0145530145530133
32197,0.0343896484375,0.06181152343750001,2,13,5,0.21113281250000002,7,36,0.0
32198,0.0343896484375,0.06181152343750001,2,13,5,0.21113281250000002,7,20,2.8024475524475636
32199,0.04071777343750001,0.0229638671875,3,9,6,0.4775390625,7,20,2.251282051282049
32200,0.045639648437500006,0.0280615234375,2,17,6,0.1611328125,5,24,3.3678660049627855
32201,0.0969677734375,0.0280615234375,2,17,6,0.1611328125,5,24,0.0
32202,0.045639648437500006,0.07921386718750001,2,17,6,0.1611328125,5,24,2.290598290598288
32203,0.045639648437500006,0.0280615234375,2,17,6,0.1611328125,5,24,2.8024475524475636
32204,0.045639648437500006,0.0280615234375,2,6,6,0.1611328125,5,24,0.0
32205,0.045639648437500006,0.0280615234375,2,17,4,0.1611328125,5,24,1.2788461538461526
32206,0.045639648437500006,0.0280615234375,2,17,6,0.3275390625,5,24,2.0145530145530133
32207,0.045639648437500006,0.0280615234375,2,17,6,0.1611328125,7,24,2.3157509157509137
32208,0.045639648437500006,0.0280615234375,2,17,6,0.1611328125,5,24,1.6007326007326
32209,0.0969677734375,0.07921386718750001,2,6,4,0.3275390625,7,24,1.9912587412587393
32210,0.0906396484375,0.0730615234375,3,29,3,0.36113281250000007,8,39,2.0145530145530133
32211,0.05196777343750001,0.0730615234375,3,29,3,0.36113281250000007,8,39,2.341074020319301
32212,0.0906396484375,0.034213867187500004,3,29,3,0.36113281250000007,8,39,2.6952662721893534
32213,0.0906396484375,0.0730615234375,3,29,3,0.36113281250000007,8,39,2.522514071294561
32214,0.0906396484375,0.0730615234375,3,18,3,0.36113281250000007,8,39,2.5217391304347863
32215,0.0906396484375,0.0730615234375,3,29,7,0.36113281250000007,8,39,1.927884615384614
32216,0.0906396484375,0.0730615234375,3,29,3,0.12753906250000002,8,39,2.522514071294561
32217,0.0906396484375,0.0730615234375,3,29,3,0.36113281250000007,4,39,2.522514071294561
32218,0.0906396484375,0.0730615234375,3,29,3,0.36113281250000007,8,39,0.0
32219,0.05196777343750001,0.034213867187500004,3,18,7,0.12753906250000002,4,39,0.0
32220,0.0681396484375,0.050561523437500006,2,10,4,0.46113281250000004,6,32,2.294413919413922
32221,0.029467773437500004,0.050561523437500006,2,10,4,0.46113281250000004,6,32,2.025851197982343
32222,0.0681396484375,0.011713867187500001,2,10,4,0.46113281250000004,6,32,3.6082289803220178
32223,0.0681396484375,0.050561523437500006,3,10,4,0.46113281250000004,6,32,3.6082289803220178
32224,0.0681396484375,0.050561523437500006,2,25,4,0.46113281250000004,6,32,0.0
32225,0.0681396484375,0.050561523437500006,2,10,3,0.46113281250000004,6,32,1.6007326007326
32226,0.0681396484375,0.050561523437500006,2,10,4,0.42753906250000007,6,32,3.66987179487181
32227,0.0681396484375,0.050561523437500006,2,10,4,0.46113281250000004,5,32,0.0
32228,0.0681396484375,0.050561523437500006,2,10,4,0.46113281250000004,6,16,0.0
32229,0.029467773437500004,0.011713867187500001,3,25,3,0.42753906250000007,5,16,3.6082289803220178
32230,0.0231396484375,0.0955615234375,3,23,7,0.2611328125,9,17,0.0
32231,0.07446777343750001,0.0955615234375,3,23,7,0.2611328125,9,17,3.1274725274725323
32232,0.0231396484375,0.05671386718750001,3,23,7,0.2611328125,9,17,2.0182692307692296
32233,0.0231396484375,0.0955615234375,2,23,7,0.2611328125,9,17,2.0182692307692296
32234,0.0231396484375,0.0955615234375,3,12,7,0.2611328125,9,17,2.4143772893772906
32235,0.0231396484375,0.0955615234375,3,23,6,0.2611328125,9,17,2.532786885245899
32236,0.0231396484375,0.0955615234375,3,23,7,0.2275390625,9,17,2.1939102564102533
32237,0.0231396484375,0.0955615234375,3,23,7,0.2611328125,8,17,2.166666666666665
32238,0.0231396484375,0.0955615234375,3,23,7,0.2611328125,9,31,2.552884615384618
