,wolf_reproduce,pack_size_threshold,energy_threshold,wolf_territorium,wolf_lone_attack_prob,elk_gain_from_food,wolf_gain_from_food,Run,Elks,Wolves,Killed Elks/Wolf,Elks age
7579,0.047221679687500004,1,5,6,0.13300781250000002,6,23,7579.0,0.0,0.0,0.0,0.0
7580,0.05706542968750001,3,5,6,0.13300781250000002,6,23,7580.0,1.0,0.0,0.0,5.692307692307681
7581,0.05706542968750001,1,26,6,0.13300781250000002,6,23,7581.0,1.0,0.0,0.0,5.692307692307681
7582,0.05706542968750001,1,5,3,0.13300781250000002,6,23,7582.0,1.0,0.0,0.0,5.692307692307681
7583,0.05706542968750001,1,5,6,0.18808593750000002,6,23,7583.0,15.0,0.0,0.0,1.4974358974358961
7584,0.05706542968750001,1,5,6,0.13300781250000002,7,23,7584.0,0.0,0.0,0.0,0.0
7585,0.05706542968750001,1,5,6,0.13300781250000002,6,17,7585.0,0.0,0.0,0.0,0.0
7586,0.047221679687500004,3,26,3,0.18808593750000002,7,17,7586.0,56.0,0.0,0.0,2.0913461538461524
7587,0.0120654296875,3,17,3,0.3330078125,9,38,7587.0,0.0,0.0,0.0,0.0
7588,0.0922216796875,3,17,3,0.3330078125,9,38,7588.0,0.0,0.0,0.0,0.0
7589,0.0120654296875,1,17,3,0.3330078125,9,38,7589.0,0.0,0.0,0.0,0.0
7590,0.0120654296875,3,13,3,0.3330078125,9,38,7590.0,0.0,0.0,0.0,0.0
7591,0.0120654296875,3,17,6,0.3330078125,9,38,7591.0,1.0,0.0,0.0,5.692307692307681
7592,0.0120654296875,3,17,3,0.3880859375,9,38,7592.0,1.0,0.0,0.0,5.692307692307681
7593,0.0120654296875,3,17,3,0.3330078125,4,38,7593.0,56.0,0.0,0.0,2.0913461538461524
7594,0.0120654296875,3,17,3,0.3330078125,9,32,7594.0,9.0,0.0,0.0,2.6581196581196553
